order_item_id,order_id,product_id,quantity
417,1169,112,2
418,1169,130,2
419,1170,126,3
420,1171,104,3
421,1171,122,2
422,1171,110,2
423,1172,111,1
424,1172,119,3
425,1173,105,3
426,1173,123,1
427,1173,110,3
428,1173,113,3
429,1174,121,3
430,1175,112,2
431,1176,107,1
432,1176,105,1
433,1176,103,2
434,1176,128,1
435,1177,122,2
436,1178,105,1
437,1178,106,3
438,1178,125,3
439,1178,126,1
440,1179,112,3
441,1179,124,1
442,1179,115,3
443,1179,110,3
444,1180,110,2
445,1180,129,1
446,1181,115,2
447,1181,125,2
448,1181,117,3
449,1181,114,1
450,1182,102,3
451,1182,116,2
452,1182,118,1
453,1183,103,1
454,1183,109,2
455,1183,129,3
456,1184,127,2
457,1184,129,2
458,1185,117,2
459,1185,108,2
460,1185,103,2
461,1185,108,1
462,1186,105,1
463,1186,110,2
464,1187,120,1
465,1187,129,1
466,1187,101,2
467,1187,107,1
468,1188,104,2
469,1188,108,2
470,1188,104,1
471,1188,108,2
472,1189,104,2
473,1190,123,1
474,1190,110,2
475,1191,119,2
476,1191,106,3
477,1192,103,3
478,1192,118,3
479,1192,126,3
480,1193,102,3
481,1193,113,2
482,1193,109,3
483,1193,101,2
484,1194,125,3
485,1195,112,3
486,1196,123,2
487,1196,121,1
488,1196,126,1
489,1196,103,3
490,1197,107,1
491,1197,126,1
492,1197,129,1
493,1198,127,3
494,1198,116,2
495,1198,102,3
496,1198,107,2
497,1199,104,2
498,1199,114,2
499,1199,124,2
500,1200,123,2
501,1200,112,3
502,1200,109,1
503,1200,124,2
504,1201,118,2
505,1201,111,1
506,1202,115,3
507,1202,123,2
508,1202,106,3
509,1203,124,2
510,1204,103,3
511,1205,101,1
512,1205,128,3
513,1206,103,1
514,1206,125,3
515,1207,120,1
516,1208,115,1
517,1208,119,1
518,1208,117,2
519,1209,104,1
520,1209,124,1
521,1210,109,2
522,1211,123,2
523,1211,107,1
524,1211,105,1
525,1212,126,3
526,1213,118,3
527,1214,126,2
528,1214,117,1
529,1215,126,2
530,1215,101,2
531,1216,126,3
532,1216,105,3
533,1216,129,1
534,1216,103,2
535,1217,125,2
536,1217,127,3
537,1217,103,1
538,1217,111,3
539,1218,105,3
540,1218,121,3
541,1218,106,1
542,1219,117,1
543,1220,130,3
544,1220,108,2
545,1220,117,2
546,1221,105,3
547,1221,110,3
548,1221,118,1
549,1222,106,3
550,1222,120,3
551,1223,127,1
552,1224,121,1
553,1224,125,3
554,1224,114,3
555,1225,121,2
556,1225,116,1
557,1225,126,3
558,1226,123,1
559,1227,115,1
560,1227,111,3
561,1227,105,2
562,1227,128,3
563,1228,125,2
564,1228,117,3
565,1229,104,2
566,1229,115,1
567,1229,105,1
568,1229,102,2
569,1230,128,1
570,1230,127,2
571,1231,116,3
572,1231,115,2
573,1232,113,3
574,1233,102,1
575,1233,110,2
576,1233,120,3
577,1234,128,1
578,1235,125,2
579,1235,112,1
580,1235,113,1
581,1236,118,2
582,1236,103,2
583,1236,117,2
584,1237,105,1
585,1238,125,1
586,1238,107,3
587,1238,117,2
588,1239,105,3
589,1240,105,3
590,1240,129,3
591,1240,105,2
592,1240,130,3
593,1241,119,2
594,1241,117,3
595,1241,118,2
596,1242,127,1
597,1242,112,2
598,1242,122,1
599,1242,114,3
600,1243,109,3
601,1243,126,3
602,1243,119,1
603,1243,124,1
604,1244,105,3
605,1244,108,1
606,1244,119,3
607,1244,104,1
608,1245,105,2
609,1245,123,1
610,1245,114,3
611,1245,125,3
612,1246,118,2
613,1246,122,2
614,1247,115,3
615,1247,111,3
616,1248,107,1
617,1248,109,3
618,1248,110,1
619,1248,110,2
620,1249,116,2
621,1249,118,3
622,1249,109,2
623,1250,129,2
624,1250,127,2
625,1250,125,1
626,1250,110,1
627,1251,121,2
628,1251,124,2
629,1251,107,1
630,1251,127,3
631,1252,104,3
632,1252,124,3
633,1253,121,1
634,1253,102,1
635,1254,122,1
636,1255,121,2
637,1255,116,3
638,1255,107,2
639,1255,111,2
640,1256,118,3
641,1256,124,1
642,1257,127,2
643,1258,101,2
644,1259,110,2
645,1259,121,3
646,1259,117,2
647,1260,107,1
648,1260,111,1
649,1260,124,2
650,1261,124,2
651,1262,120,3
652,1262,129,2
653,1263,113,3
654,1264,111,1
655,1264,101,2
656,1264,113,1
657,1264,115,2
658,1265,109,3
659,1266,122,1
660,1267,122,3
661,1267,130,3
662,1267,125,2
663,1267,123,1
664,1268,108,1
665,1268,116,1
666,1269,123,3
667,1269,130,2
668,1269,125,3
669,1269,126,3
670,1270,117,2
671,1271,130,3
672,1272,119,3
673,1272,105,1
674,1273,122,1
675,1274,129,3
676,1275,117,2
677,1275,115,3
678,1276,124,1
679,1276,113,2
680,1276,127,1
681,1277,102,2
682,1278,130,1
683,1279,106,1
684,1279,125,3
685,1279,124,3
686,1279,114,2
687,1280,103,3
688,1280,122,3
689,1280,105,3
690,1280,128,2
691,1281,117,1
692,1281,124,1
693,1281,127,1
694,1281,125,1
695,1282,118,2
696,1282,127,1
697,1282,108,2
698,1282,112,1
699,1283,126,3
700,1284,107,1
701,1284,104,3
702,1285,108,3
703,1286,118,1
704,1286,125,1
705,1287,127,3
706,1287,119,2
707,1288,110,1
708,1288,122,3
709,1289,102,3
710,1289,119,3
711,1289,130,1
712,1290,102,2
713,1290,121,3
714,1290,113,3
715,1290,111,3
716,1291,113,1
717,1291,125,3
718,1291,116,1
719,1292,130,1
720,1292,118,2
721,1292,114,3
722,1292,117,1
723,1293,111,3
724,1293,103,2
725,1294,102,2
726,1294,113,3
727,1295,107,3
728,1296,116,1
729,1296,128,2
730,1297,124,1
731,1297,124,2
732,1298,113,1
733,1298,118,2
734,1299,118,3
735,1299,112,2
736,1299,109,2
737,1299,117,2
738,1300,130,1
739,1300,112,2
740,1300,114,1
741,1301,109,3
742,1302,105,1
743,1302,111,1
744,1302,113,3
745,1303,109,2
746,1303,124,3
747,1303,124,2
748,1304,105,3
749,1304,118,2
750,1305,127,1
751,1306,105,3
752,1306,108,1
753,1306,123,1
754,1306,101,1
755,1307,120,3
756,1308,101,1
757,1308,118,3
758,1308,114,1
759,1308,101,3
760,1309,101,3
761,1309,127,3
762,1309,122,2
763,1310,108,1
764,1310,120,3
765,1311,103,2
766,1311,113,2
767,1311,119,1
768,1311,123,1
769,1312,103,2
770,1313,102,3
771,1313,101,3
772,1313,106,1
773,1313,116,2
774,1314,129,3
775,1315,109,1
776,1315,130,1
777,1315,122,2
778,1315,129,3
779,1316,130,2
780,1316,101,1
781,1317,110,1
782,1318,122,3
783,1318,111,2
784,1318,125,3
785,1318,105,3
786,1319,102,1
787,1319,114,1
788,1319,127,1
789,1320,125,2
790,1320,101,3
791,1320,109,2
792,1320,116,1
793,1321,106,3
794,1321,119,3
795,1321,113,1
796,1321,125,3
797,1322,109,1
798,1323,111,2
799,1323,104,1
800,1323,101,2
801,1323,115,2
802,1324,103,1
803,1324,114,2
804,1325,104,1
805,1325,103,2
806,1325,118,1
807,1325,120,3
808,1326,114,2
809,1326,125,1
810,1326,124,3
811,1327,122,2
812,1327,106,1
813,1328,105,1
814,1328,106,2
815,1328,109,2
816,1328,110,2
817,1329,124,3
818,1329,116,3
819,1330,105,2
820,1331,126,2
821,1331,115,2
822,1331,114,3
823,1331,120,1
824,1332,116,2
825,1332,106,2
826,1333,111,2
827,1333,109,2
828,1334,119,3
829,1334,106,3
830,1335,123,1
831,1335,115,2
832,1335,127,3
833,1335,103,2
834,1336,108,2
835,1336,122,1
836,1336,123,2
837,1337,119,2
838,1337,118,3
839,1337,130,3
840,1337,114,3
841,1338,104,1
842,1339,121,3
843,1339,102,3
844,1340,126,2
845,1340,104,1
846,1340,104,2
847,1341,115,2
848,1341,113,2
849,1342,112,1
850,1342,116,1
851,1343,127,3
852,1344,115,1
853,1344,117,2
854,1344,112,2
855,1345,103,2
856,1345,102,3
857,1345,104,1
858,1346,130,3
859,1346,108,3
860,1347,118,2
861,1347,115,1
862,1347,126,2
863,1348,113,1
864,1348,124,3
865,1348,129,1
866,1348,115,3
867,1349,107,2
868,1349,125,3
869,1350,112,2
870,1350,107,2
871,1351,120,2
872,1351,120,2
873,1351,119,1
874,1352,127,3
875,1352,123,2
876,1353,111,1
877,1353,108,2
878,1354,117,2
879,1354,114,3
880,1355,106,2
881,1355,121,3
882,1355,123,3
883,1355,130,1
884,1356,105,1
885,1356,111,2
886,1356,120,1
887,1357,107,2
888,1357,118,3
889,1358,114,3
890,1358,127,2
891,1358,116,1
892,1358,103,3
893,1359,109,1
894,1360,119,3
895,1360,125,2
896,1360,118,3
897,1360,104,3
898,1361,118,1
899,1361,125,3
900,1361,115,3
901,1362,110,1
902,1362,115,2
903,1363,125,1
904,1364,106,3
905,1364,105,1
906,1364,127,1
907,1364,126,1
908,1365,120,3
909,1365,106,2
910,1365,123,2
911,1366,105,2
912,1367,108,1
913,1367,123,2
914,1368,105,3
915,1368,121,2
916,1368,121,2
917,1368,113,2
918,1369,117,3
919,1369,109,3
920,1369,130,2
921,1369,115,2
922,1370,124,2
923,1371,126,3
924,1372,116,2
925,1372,111,2
926,1373,119,2
927,1373,126,2
928,1374,121,2
929,1375,115,1
930,1375,114,1
931,1375,123,1
932,1375,129,3
933,1376,121,2
934,1377,102,2
935,1377,121,2
936,1378,121,1
937,1378,123,1
938,1378,101,1
939,1378,116,1
940,1379,101,1
941,1379,123,2
942,1379,127,1
943,1379,128,2
944,1380,108,2
945,1381,112,2
946,1381,105,2
947,1381,125,1
948,1382,117,3
949,1383,112,3
950,1383,107,3
951,1383,124,1
952,1383,130,2
953,1384,103,1
954,1384,105,1
955,1385,111,1
956,1385,108,2
957,1385,121,1
958,1385,108,3
959,1386,125,3
960,1386,101,3
961,1386,129,2
962,1387,124,2
963,1387,110,3
964,1388,104,1
965,1388,116,3
966,1388,120,1
967,1388,117,1
968,1389,128,3
969,1389,114,2
970,1389,118,3
971,1389,106,2
972,1390,101,2
973,1391,117,2
974,1391,121,3
975,1391,117,2
976,1391,114,3
977,1392,109,1
978,1392,110,1
979,1393,113,3
980,1393,121,3
981,1393,122,3
982,1394,102,1
983,1394,103,2
984,1395,110,3
985,1396,101,3
986,1397,116,2
987,1397,117,3
988,1398,105,3
989,1398,125,2
990,1398,124,1
991,1399,109,3
992,1399,103,2
993,1399,123,3
994,1399,121,1
995,1400,102,2
996,1400,128,3
997,1400,106,2
998,1401,108,3
999,1402,108,1
1000,1403,106,1
1001,1403,118,3
1002,1404,111,1
1003,1404,114,3
1004,1405,104,3
1005,1405,122,1
1006,1405,106,1
1007,1406,129,2
1008,1407,118,2
1009,1408,119,2
1010,1408,124,3
1011,1408,108,2
1012,1409,124,3
1013,1409,125,1
1014,1410,108,3
1015,1411,101,3
1016,1411,113,3
1017,1411,124,2
1018,1412,114,2
1019,1412,102,1
1020,1413,130,1
1021,1414,124,1
1022,1414,119,1
1023,1414,117,1
1024,1414,121,2
1025,1415,114,3
1026,1416,128,2
1027,1416,130,2
1028,1416,123,3
1029,1417,108,1
1030,1417,107,1
1031,1417,125,3
1032,1418,115,2
1033,1418,111,2
1034,1419,115,2
1035,1419,115,2
1036,1420,127,3
1037,1420,123,3
1038,1420,102,1
1039,1421,112,2
1040,1421,117,1
1041,1422,101,2
1042,1422,128,2
1043,1423,115,1
1044,1424,127,1
1045,1425,122,3
1046,1425,121,1
1047,1425,119,3
1048,1426,107,3
1049,1427,104,1
1050,1427,115,1
1051,1427,106,3
1052,1428,113,3
1053,1429,130,1
1054,1429,109,2
1055,1430,121,2
1056,1430,116,2
1057,1431,109,2
1058,1432,121,3
1059,1432,126,1
1060,1433,112,3
1061,1433,117,2
1062,1433,113,2
1063,1433,106,1
1064,1434,129,2
1065,1435,125,3
1066,1435,108,1
1067,1435,104,1
1068,1436,125,1
1069,1437,106,1
1070,1437,119,2
1071,1438,123,3
1072,1439,119,1
1073,1439,127,2
1074,1440,102,1
1075,1440,102,1
1076,1440,120,1
1077,1440,101,3
1078,1441,126,1
1079,1441,111,3
1080,1442,105,3
1081,1443,103,2
1082,1443,123,3
1083,1443,113,3
1084,1444,105,1
1085,1444,124,2
1086,1444,126,3
1087,1445,123,3
1088,1445,123,3
1089,1446,113,2
1090,1446,124,3
1091,1447,123,3
1092,1448,120,2
1093,1448,130,3
1094,1449,130,2
1095,1450,112,2
1096,1450,106,3
1097,1451,101,2
1098,1451,107,1
1099,1451,123,1
1100,1451,112,2
1101,1452,115,3
1102,1452,114,1
1103,1452,129,2
1104,1452,116,2
1105,1453,127,2
1106,1454,115,1
1107,1454,126,1
1108,1455,104,1
1109,1455,111,1
1110,1455,129,2
1111,1456,111,3
1112,1457,121,1
1113,1457,120,2
1114,1457,106,1
1115,1457,104,2
1116,1458,122,2
1117,1458,110,1
1118,1458,104,1
1119,1459,105,1
1120,1459,112,1
1121,1459,114,1
1122,1459,110,3
1123,1460,104,1
1124,1460,107,1
1125,1461,128,1
1126,1461,110,2
1127,1461,116,2
1128,1461,129,3
1129,1462,106,2
1130,1462,129,2
1131,1462,112,1
1132,1462,115,1
1133,1463,108,2
1134,1463,119,1
1135,1463,105,3
1136,1464,126,3
1137,1464,114,3
1138,1464,108,3
1139,1465,118,3
1140,1465,128,2
1141,1465,119,1
1142,1465,116,2
1143,1466,104,2
1144,1466,106,1
1145,1467,114,1
1146,1468,127,3
1147,1468,109,2
1148,1469,118,2
1149,1469,118,2
1150,1469,128,2
1151,1469,117,2
1152,1470,104,2
1153,1470,105,1
1154,1470,119,3
1155,1470,119,1
1156,1471,128,3
1157,1471,129,2
1158,1471,129,2
1159,1472,102,1
1160,1472,109,2
1161,1472,105,3
1162,1472,120,3
1163,1473,129,2
1164,1473,123,1
1165,1473,102,3
1166,1473,116,2
1167,1474,110,2
1168,1474,127,2
1169,1474,128,3
1170,1475,110,3
1171,1475,115,2
1172,1476,107,2
1173,1477,127,1
1174,1477,117,1
1175,1477,103,2
1176,1478,125,3
1177,1478,129,3
1178,1479,127,1
1179,1479,108,1
1180,1480,109,2
1181,1480,127,2
1182,1481,108,2
1183,1482,128,2
1184,1482,119,3
1185,1483,124,3
1186,1483,103,2
1187,1483,101,2
1188,1484,128,1
1189,1484,121,1
1190,1485,117,1
1191,1485,128,3
1192,1485,101,2
1193,1485,130,1
1194,1486,108,2
1195,1487,129,2
1196,1487,128,2
1197,1487,115,2
1198,1487,107,2
1199,1488,119,1
1200,1488,101,3
1201,1488,122,2
1202,1488,118,3
1203,1489,122,1
1204,1489,116,1
1205,1489,111,2
1206,1490,121,3
1207,1490,129,3
1208,1490,110,1
1209,1491,126,3
1210,1492,124,1
1211,1492,121,2
1212,1493,113,3
1213,1493,102,3
1214,1493,123,3
1215,1493,127,1
1216,1494,130,3
1217,1494,112,3
1218,1494,110,1
1219,1494,127,3
1220,1495,116,1
1221,1496,122,2
1222,1496,121,1
1223,1497,114,2
1224,1497,112,2
1225,1497,119,2
1226,1498,128,3
1227,1499,116,1
1228,1500,114,1
1229,1500,128,1
1230,1500,105,1
